document_name,sentence,label
17-Water-Resources.txt,"REGIONALSTRATEGYPLAN - WATERRESOURCES  ensure that water catchments outside the Yarra River catchment retain the potential toharvest watersuitableforvarious defineduses;  achieve the water quality objectives as specified by State Environment ProtectionPolicies;  protect, as far as possible, existing water quality and yield in those catchments subject tochanges inlanduseorlandmanagement;  minimise harmful environmental effects when the collection, harvesting, transportingandusingofwateris undertaken; and  promote the use of off-stream water storages in preference to on-stream storages in order to maintain stream flows and to reduce environmental impact on flora andin-stream fauna.",
17-Water-Resources.txt,Water Harvesting 17.03 Primary Purpose The primary purpose of the water harvesting policies is to maintain the opportunity for high water quality harvesting for domestic and other beneficial uses from the Yarra Riverandothercatchments withintheRegion.,
17-Water-Resources.txt,"17.04 Melbourne Water Catchments All catchments, storages, diversion, and transfer works under the control of Melbourne Water except for those areas already used and managed by Melbourne Water, may continuetobeusedandmanagedsolelyforwaterharvestingandproductionpurposes.",
17-Water-Resources.txt,Catchment management measures undertaken by Melbourne Water should ensure that conservation and environmental values of these catchments are recognised and protected.,
17-Water-Resources.txt,"Any expansion of recreational activities, particularly at Sugarloaf Reservoir, must be carefullymonitored byMelbourne Water, in order to protect both the catchment and the surroundingenvironment.",
17-Water-Resources.txt,"17.05 Local Catchments All local water supply catchments may continue to be used for water harvesting purposes, as required.",
17-Water-Resources.txt,"On the advice of the Department of Conservation and Natural Resources, planning authorities and Melbourne Water must carefully control uses and activities within local catchments, which may have detrimental effects on water quality andyields.",
17-Water-Resources.txt,Water Quality 17.06 Primary Purpose The primary purpose of the water quality policies is to ensure that all land uses are managed in a manner compatible with water quality objectives as determined by the Government inStateEnvironment ProtectionPolicies.,
17-Water-Resources.txt,REGIONALSTRATEGYPLAN - WATERRESOURCES 17.07 Regional Policy All land uses and development of Public and private land must be managed so as to maintain water quality objectives for the Region as determined by the Government in StateEnvironment ProtectionPolicies.,
17-Water-Resources.txt,"17.08 Timber harvesting in closed catchments Timber may only be harvested in Melbourne Water's closed catchments as a management tool for maintenance of water yields and/or quality, as part of forest hydrologyexperiments ortosalvagefiredamagedtimber.",
17-Water-Resources.txt,17.09 Land use management All land use and development within the Yarra River catchment upstream of Yering Gorge must be carried out in accordance with the need to maintain and improve water qualityandyields forpotablepurposes.,
17-Water-Resources.txt,"In addition to the specific land use controls and provisions contained in other policies of the Regional Strategy Plan, Government Departments, Public Authorities, Councils and planningauthorities must ensurethe:  containment ofurbangrowth;  provision of appropriate waste water management facilities to all residential, commercial andindustrial development;  provision for special policy areas along significant watercourses, where appropriate, and the protection of all watercourses and their environs against inappropriateuse;  promotion of good agricultural resource management techniques on rural lands, in order to protect the soil and water resources, including attention to the responsible use and application of fertilisers and biocides, cultivation techniques andtherecyclingofwastewater;  delineation, where appropriate, of land liable to flooding and specification of suitablelanduses;  maintenance of adequate stream flow to ensure protection of the biota and the aestheticqualityoftheYarraRiverandstream system;  retention of riparian vegetation and the protection of the aquatic environment, andappropriaterevegetationoftheseareas;  sympathetic design of buildings, roads and other infrastructures, the employment of sensitive development practices to minimise run-off and the prompt revegetation and stabilisation of disturbed surfaces, in order to minimise run-off anderosion; and  revegetation with appropriate native species of denuded and degraded stream banks, andenhancement oftheexistingnativevegetationalongwatercourses.",
